0	730458.9	6179565.0	64.0
1	730975.5586784929	6179776.659285593	64.0
2	730533.0968900946	6179211.6403164985	64.0
3	730947.196190389	6179385.109589896	64.0
4	728804.1152951058	6179778.99924221	64.0
5	730866.3050259036	6178860.059761179	64.0
6	729686.4621551185	6179905.142291697	64.0
7	730316.7815533136	6179922.563773011	64.0
8	730682.9	6178120.0	64.0
9	730647.5986044336	6178475.148722206	64.0
10	730743.2916484451	6177754.811420898	64.0
11	730790.7102196494	6177517.199322622	64.0
12	729484.0213933022	6179006.3625343535	64.0
13	730868.2525266884	6177185.794239925	64.0
14	729019.4397965405	6178704.383208464	64.0
15	730921.3638963613	6176768.696043337	64.0
16	730965.311474153	6176330.54985886	64.0
17	730073.5793351907	6176837.285514573	64.0
18	729252.0430181205	6179826.062852425	64.0
19	730625.7353862058	6176091.27913644	64.0
