0	730909.9603303466	6179961.347606765	64.0
1	730352.2487722874	6179797.823778436	64.0
2	730517.9870329328	6179433.481470543	64.0
3	730574.5622189069	6179135.828871649	64.0
4	730604.4304199077	6178880.856342497	64.0
5	730622.0166836757	6178666.140038264	64.0
6	730652.0825453587	6178487.859456159	64.0
7	730674.5473759479	6178301.1146990545	64.0
8	730690.5880737471	6178119.082935609	64.0
9	730695.7	6177938.0	64.0
10	730709.8949992153	6177761.911066539	64.0
11	730726.4666191589	6177595.108336076	64.0
12	730716.1975663702	6177402.020630532	64.0
13	730722.1225646447	6177210.888633084	64.0
14	730714.3940929311	6177028.221987809	64.0
15	730701.411403317	6176838.838617881	64.0
16	730712.6146299625	6176651.973843145	64.0
17	730724.3236347222	6176438.691045897	64.0
18	730741.7355162273	6176228.870014865	64.0
19	730784.410298504	6176003.218092248	64.0
