0	730313.7608379539	6179973.389053945	64.0
1	730512.694329321	6179296.090011445	64.0
2	730888.4251867539	6179932.846287839	64.0
3	730567.7	6179027.0	64.0
4	730378.1423091104	6179698.1025887	64.0
5	730614.9901549076	6178677.443581148	64.0
6	730989.8840780844	6178600.824997748	64.0
7	730666.3	6178302.0	64.0
8	730904.9995623166	6179460.051768268	64.0
9	730695.7	6177938.0	64.0
10	728902.5673858214	6179804.730645733	64.0
11	730711.7	6177572.0	64.0
12	729462.2618571029	6179996.05367109	64.0
13	730748.8156512002	6177329.663376583	64.0
14	730747.0918485112	6176961.26027954	64.0
15	729768.7271556552	6177641.29736107	64.0
16	730693.3	6176658.0	64.0
17	729750.5590827604	6178857.358713621	64.0
18	730801.0399137392	6176320.35242661	64.0
19	730861.4754582752	6176018.494730277	64.0
